 Satellite:           Jason-1
 Date of filtering:   15-May-2015, 16:03:47
 Original file:       Jason-1\Jason-1_ASCII\110\110_001tu_jason1.00_ASCII.txt 
 Allowed ins. flags:  00000000 
 Allowed orb. flags:  00000110 
 St. dev. max limit:  0.2 [m] 
   SWH. threshold:    7 [m] 
 abs(SSH - mssh) threshold:    2 [m] 

             jday	           glat	           glon	           hsat	           ralt	    stdalt	       swh	     otide	     etide	      invb	     wtrop	     dtrop	     ionos	      mssh	      geoh	    iflags	    oflags	     ptide	       emb	    SumOfCorr-s	            SSH	     SSH - mssh	     SSH - geoh
      1825.53090	     -40.131905	      81.560760	    1348238.519	    1348229.089	     0.064	     5.960	     0.082	    -0.085	    -0.070	    -0.076	    -2.317	    -0.041	    12.093	    11.459	         0	         0	     0.005	    -0.222	         -2.806	         12.236	          0.143	          0.777
      1825.53091	     -40.085731	      81.594085	    1348222.770	    1348213.333	     0.112	     5.500	     0.083	    -0.085	    -0.071	    -0.075	    -2.317	    -0.069	    11.947	    11.307	         0	         0	     0.005	    -0.210	         -2.822	         12.259	          0.312	          0.952
      1825.53092	     -40.039544	      81.627361	    1348207.021	    1348197.852	     0.116	     5.630	     0.084	    -0.085	    -0.071	    -0.076	    -2.317	    -0.030	    11.806	    11.163	         0	         0	     0.005	    -0.212	         -2.786	         11.955	          0.149	          0.792
      1825.53093	     -39.993345	      81.660586	    1348191.271	    1348182.186	     0.091	     5.650	     0.084	    -0.085	    -0.071	    -0.075	    -2.317	    -0.045	    11.660	    11.025	         0	         0	     0.005	    -0.214	         -2.802	         11.887	          0.227	          0.862
      1825.53094	     -39.947134	      81.693760	    1348175.521	    1348166.651	     0.129	     6.040	     0.085	    -0.085	    -0.071	    -0.076	    -2.317	    -0.030	    11.517	    10.884	         0	         0	     0.005	    -0.221	         -2.795	         11.665	          0.148	          0.781
      1825.53095	     -39.900910	      81.726884	    1348159.770	    1348151.021	     0.065	     5.360	     0.086	    -0.085	    -0.072	    -0.074	    -2.317	    -0.022	    11.376	    10.746	         0	         0	     0.005	    -0.206	         -2.771	         11.520	          0.144	          0.774
      1825.53097	     -39.854673	      81.759958	    1348144.019	    1348135.480	     0.141	     5.870	     0.087	    -0.085	    -0.072	    -0.074	    -2.317	    -0.024	    11.244	    10.620	         0	         0	     0.005	    -0.218	         -2.785	         11.324	          0.080	          0.704
      1825.53098	     -39.808425	      81.792982	    1348128.268	    1348119.736	     0.108	     5.480	     0.088	    -0.085	    -0.072	    -0.073	    -2.318	    -0.023	    11.118	    10.497	         0	         0	     0.005	    -0.209	         -2.775	         11.307	          0.189	          0.810
      1825.53099	     -39.762164	      81.825957	    1348112.516	    1348104.161	     0.114	     5.480	     0.089	    -0.085	    -0.072	    -0.072	    -2.318	    -0.029	    10.989	    10.362	         0	         0	     0.005	    -0.209	         -2.780	         11.135	          0.146	          0.773
      1825.53100	     -39.715890	      81.858881	    1348096.764	    1348088.582	     0.114	     5.570	     0.090	    -0.086	    -0.072	    -0.071	    -2.318	    -0.014	    10.851	    10.219	         0	         0	     0.005	    -0.211	         -2.767	         10.949	          0.098	          0.730
      1825.53101	     -39.669604	      81.891756	    1348081.012	    1348072.976	     0.119	     5.440	     0.090	    -0.086	    -0.073	    -0.072	    -2.318	    -0.001	    10.715	    10.082	         0	         0	     0.005	    -0.208	         -2.753	         10.789	          0.074	          0.707
      1825.53103	     -39.623306	      81.924582	    1348065.260	    1348057.307	     0.108	     5.320	     0.091	    -0.086	    -0.073	    -0.071	    -2.318	    -0.035	    10.576	     9.946	         0	         0	     0.005	    -0.205	         -2.783	         10.736	          0.160	          0.790
      1825.53104	     -39.576996	      81.957358	    1348049.508	    1348041.687	     0.103	     5.060	     0.091	    -0.086	    -0.073	    -0.072	    -2.318	    -0.025	    10.424	     9.799	         0	         0	     0.005	    -0.197	         -2.766	         10.587	          0.163	          0.788
      1825.53105	     -39.530673	      81.990086	    1348033.755	    1348026.142	     0.093	     5.220	     0.092	    -0.086	    -0.073	    -0.073	    -2.318	    -0.027	    10.266	     9.640	         0	         0	     0.005	    -0.201	         -2.773	         10.386	          0.120	          0.746
      1825.53106	     -39.484339	      82.022764	    1348018.003	    1348010.486	     0.114	     5.270	     0.092	    -0.086	    -0.074	    -0.075	    -2.318	    -0.039	    10.121	     9.486	         0	         0	     0.005	    -0.203	         -2.790	         10.307	          0.186	          0.821
      1825.53107	     -39.437992	      82.055393	    1348002.251	    1347994.894	     0.145	     5.260	     0.092	    -0.086	    -0.074	    -0.072	    -2.318	    -0.039	     9.981	     9.344	         0	         0	     0.005	    -0.202	         -2.786	         10.143	          0.162	          0.799
      1825.53108	     -39.391633	      82.087974	    1347986.499	    1347979.221	     0.143	     5.230	     0.092	    -0.086	    -0.074	    -0.076	    -2.318	    -0.041	     9.836	     9.202	         0	         0	     0.005	    -0.202	         -2.792	         10.070	          0.234	          0.868
      1825.53110	     -39.345262	      82.120506	    1347970.747	    1347963.638	     0.134	     5.360	     0.092	    -0.086	    -0.075	    -0.075	    -2.318	    -0.018	     9.691	     9.054	         0	         0	     0.005	    -0.206	         -2.773	          9.882	          0.191	          0.828
      1825.53111	     -39.298880	      82.152989	    1347954.995	    1347948.079	     0.080	     5.200	     0.092	    -0.086	    -0.075	    -0.076	    -2.318	    -0.046	     9.548	     8.905	         0	         0	     0.005	    -0.203	         -2.799	          9.715	          0.167	          0.810
      1825.53112	     -39.252485	      82.185424	    1347939.244	    1347932.478	     0.093	     5.440	     0.092	    -0.086	    -0.075	    -0.077	    -2.318	    -0.026	     9.402	     8.755	         0	         0	     0.005	    -0.210	         -2.787	          9.553	          0.151	          0.798
      1825.53113	     -39.206078	      82.217811	    1347923.493	    1347916.813	     0.134	     5.290	     0.092	    -0.086	    -0.075	    -0.075	    -2.318	    -0.040	     9.247	     8.599	         0	         0	     0.005	    -0.206	         -2.795	          9.475	          0.228	          0.876
      1825.53114	     -39.159659	      82.250150	    1347907.742	    1347901.211	     0.117	     5.080	     0.092	    -0.087	    -0.076	    -0.076	    -2.319	    -0.026	     9.101	     8.455	         0	         0	     0.005	    -0.200	         -2.779	          9.310	          0.209	          0.855
      1825.53116	     -39.113229	      82.282441	    1347891.992	    1347885.551	     0.133	     4.780	     0.092	    -0.087	    -0.076	    -0.076	    -2.319	    -0.019	     8.976	     8.329	         0	         0	     0.005	    -0.188	         -2.760	          9.201	          0.225	          0.872
      1825.53117	     -39.066786	      82.314684	    1347876.243	    1347869.892	     0.094	     5.100	     0.092	    -0.087	    -0.076	    -0.076	    -2.319	    -0.060	     8.845	     8.196	         0	         0	     0.005	    -0.200	         -2.813	          9.164	          0.319	          0.968
      1825.53118	     -39.020332	      82.346879	    1347860.494	    1347854.321	     0.089	     4.940	     0.092	    -0.087	    -0.077	    -0.076	    -2.319	    -0.052	     8.698	     8.041	         0	         0	     0.005	    -0.195	         -2.801	          8.974	          0.276	          0.933
      1825.53119	     -38.973866	      82.379027	    1347844.746	    1347838.695	     0.102	     4.890	     0.092	    -0.087	    -0.077	    -0.077	    -2.319	    -0.019	     8.547	     7.888	         0	         0	     0.005	    -0.195	         -2.769	          8.820	          0.273	          0.932
      1825.53120	     -38.927388	      82.411127	    1347828.998	    1347823.120	     0.098	     4.970	     0.092	    -0.087	    -0.077	    -0.078	    -2.319	    -0.031	     8.405	     7.745	         0	         0	     0.005	    -0.196	         -2.783	          8.661	          0.256	          0.916
      1825.53121	     -38.880898	      82.443180	    1347813.251	    1347807.451	     0.123	     4.700	     0.092	    -0.087	    -0.077	    -0.079	    -2.319	    -0.025	     8.271	     7.608	         0	         0	     0.005	    -0.191	         -2.773	          8.573	          0.302	          0.965
      1825.53123	     -38.834397	      82.475186	    1347797.505	    1347791.883	     0.122	     4.880	     0.091	    -0.087	    -0.078	    -0.080	    -2.319	    -0.041	     8.143	     7.480	         0	         0	     0.005	    -0.194	         -2.794	          8.416	          0.273	          0.936
      1825.53124	     -38.787884	      82.507145	    1347781.760	    1347776.207	     0.058	     4.880	     0.091	    -0.087	    -0.078	    -0.081	    -2.319	    -0.035	     8.013	     7.354	         0	         0	     0.005	    -0.194	         -2.789	          8.342	          0.329	          0.988
      1825.53125	     -38.741360	      82.539057	    1347766.016	    1347760.593	     0.124	     4.500	     0.091	    -0.087	    -0.078	    -0.084	    -2.319	    -0.021	     7.870	     7.209	         0	         0	     0.005	    -0.186	         -2.770	          8.193	          0.323	          0.984
      1825.53126	     -38.694824	      82.570922	    1347750.272	    1347745.070	     0.098	     4.650	     0.092	    -0.087	    -0.079	    -0.084	    -2.319	    -0.023	     7.715	     7.044	         0	         0	     0.005	    -0.189	         -2.776	          7.978	          0.263	          0.934
      1825.53127	     -38.648276	      82.602740	    1347734.530	    1347729.497	     0.113	     4.740	     0.093	    -0.087	    -0.079	    -0.087	    -2.319	    -0.031	     7.563	     6.890	         0	         0	     0.005	    -0.191	         -2.789	          7.822	          0.259	          0.932
      1825.53129	     -38.601717	      82.634512	    1347718.789	    1347713.780	     0.117	     4.490	     0.093	    -0.088	    -0.079	    -0.088	    -2.320	    -0.029	     7.417	     6.754	         0	         0	     0.005	    -0.186	         -2.785	          7.794	          0.377	          1.040
      1825.53130	     -38.555147	      82.666237	    1347703.048	    1347698.203	     0.114	     4.580	     0.093	    -0.088	    -0.080	    -0.090	    -2.320	    -0.044	     7.277	     6.616	         0	         0	     0.005	    -0.189	         -2.806	          7.651	          0.374	          1.035
      1825.53131	     -38.508565	      82.697916	    1347687.309	    1347682.584	     0.134	     4.500	     0.093	    -0.088	    -0.080	    -0.092	    -2.320	    -0.025	     7.133	     6.474	         0	         0	     0.005	    -0.186	         -2.786	          7.511	          0.378	          1.037
      1825.53132	     -38.461971	      82.729549	    1347671.572	    1347666.995	     0.074	     4.720	     0.093	    -0.088	    -0.080	    -0.093	    -2.320	    -0.039	     6.988	     6.331	         0	         0	     0.005	    -0.193	         -2.808	          7.385	          0.397	          1.054
      1825.53133	     -38.415366	      82.761136	    1347655.835	    1347651.431	     0.107	     4.460	     0.093	    -0.088	    -0.080	    -0.093	    -2.320	    -0.016	     6.841	     6.177	         0	         0	     0.005	    -0.185	         -2.777	          7.181	          0.340	          1.004
      1825.53134	     -38.368750	      82.792677	    1347640.100	    1347635.920	     0.109	     4.570	     0.092	    -0.088	    -0.081	    -0.093	    -2.320	    -0.025	     6.676	     6.012	         0	         0	     0.005	    -0.188	         -2.790	          6.970	          0.294	          0.958
      1825.53136	     -38.322122	      82.824172	    1347624.366	    1347620.260	     0.088	     4.140	     0.092	    -0.088	    -0.081	    -0.093	    -2.320	    -0.047	     6.515	     5.852	         0	         0	     0.005	    -0.176	         -2.800	          6.906	          0.391	          1.054
      1825.53137	     -38.275484	      82.855622	    1347608.634	    1347604.703	     0.108	     4.510	     0.092	    -0.088	    -0.081	    -0.092	    -2.320	    -0.048	     6.370	     5.706	         0	         0	     0.005	    -0.187	         -2.811	          6.742	          0.372	          1.036
      1825.53138	     -38.228834	      82.887026	    1347592.903	    1347589.231	     0.104	     4.530	     0.092	    -0.088	    -0.081	    -0.091	    -2.320	     0.017	     6.231	     5.568	         0	         0	     0.005	    -0.187	         -2.745	          6.417	          0.186	          0.849
      1825.53139	     -38.182172	      82.918384	    1347577.174	    1347573.580	     0.120	     4.610	     0.093	    -0.088	    -0.082	    -0.090	    -2.320	    -0.019	     6.092	     5.430	         0	         0	     0.005	    -0.189	         -2.783	          6.377	          0.285	          0.947
      1825.53140	     -38.135500	      82.949697	    1347561.446	    1347557.991	     0.066	     4.480	     0.093	    -0.088	    -0.082	    -0.091	    -2.320	    -0.045	     5.945	     5.285	         0	         0	     0.005	    -0.186	         -2.807	          6.262	          0.317	          0.977
      1825.53142	     -38.088816	      82.980965	    1347545.720	    1347542.417	     0.105	     4.360	     0.093	    -0.088	    -0.082	    -0.090	    -2.320	    -0.033	     5.794	     5.135	         0	         0	     0.005	    -0.182	         -2.790	          6.093	          0.299	          0.958
      1825.53143	     -38.042121	      83.012188	    1347529.996	    1347526.905	     0.141	     4.410	     0.093	    -0.089	    -0.082	    -0.091	    -2.320	    -0.039	     5.645	     4.987	         0	         0	     0.005	    -0.183	         -2.799	          5.890	          0.245	          0.903
      1825.53144	     -37.995415	      83.043366	    1347514.274	    1347511.263	     0.104	     4.360	     0.093	    -0.089	    -0.082	    -0.092	    -2.320	    -0.048	     5.499	     4.838	         0	         0	     0.005	    -0.182	         -2.808	          5.819	          0.320	          0.981
      1825.53145	     -37.948698	      83.074500	    1347498.553	    1347495.669	     0.081	     4.390	     0.093	    -0.089	    -0.082	    -0.093	    -2.320	    -0.042	     5.349	     4.688	         0	         0	     0.005	    -0.183	         -2.804	          5.688	          0.339	          1.000
      1825.53146	     -37.901970	      83.105588	    1347482.834	    1347480.166	     0.109	     4.410	     0.093	    -0.089	    -0.083	    -0.095	    -2.321	    -0.039	     5.209	     4.548	         0	         0	     0.005	    -0.184	         -2.806	          5.474	          0.265	          0.926
      1825.53147	     -37.855231	      83.136632	    1347467.117	    1347464.511	     0.082	     4.370	     0.093	    -0.089	    -0.083	    -0.095	    -2.321	    -0.049	     5.071	     4.417	         0	         0	     0.005	    -0.183	         -2.815	          5.421	          0.350	          1.004
      1825.53149	     -37.808481	      83.167632	    1347451.402	    1347448.930	     0.130	     4.120	     0.093	    -0.089	    -0.083	    -0.098	    -2.321	    -0.045	     4.928	     4.272	         0	         0	     0.005	    -0.176	         -2.807	          5.279	          0.351	          1.007
      1825.53150	     -37.761720	      83.198587	    1347435.689	    1347433.431	     0.104	     4.050	     0.093	    -0.089	    -0.083	    -0.099	    -2.321	    -0.037	     4.775	     4.118	         0	         0	     0.005	    -0.173	         -2.797	          5.055	          0.280	          0.937
      1825.53151	     -37.714949	      83.229498	    1347419.979	    1347417.896	     0.101	     4.350	     0.093	    -0.089	    -0.083	    -0.099	    -2.321	    -0.017	     4.618	     3.969	         0	         0	     0.005	    -0.182	         -2.786	          4.869	          0.251	          0.900
      1825.53152	     -37.668166	      83.260365	    1347404.270	    1347402.334	     0.079	     4.130	     0.093	    -0.089	    -0.083	    -0.100	    -2.321	    -0.017	     4.460	     3.813	         0	         0	     0.005	    -0.176	         -2.781	          4.717	          0.257	          0.904
      1825.53153	     -37.621372	      83.291188	    1347388.564	    1347386.828	     0.104	     4.040	     0.093	    -0.089	    -0.084	    -0.101	    -2.321	    -0.024	     4.291	     3.640	         0	         0	     0.004	    -0.173	         -2.788	          4.524	          0.233	          0.884
      1825.53154	     -37.574568	      83.321967	    1347372.860	    1347371.274	     0.060	     4.020	     0.093	    -0.089	    -0.084	    -0.100	    -2.321	    -0.043	     4.124	     3.476	         0	         0	     0.004	    -0.172	         -2.805	          4.391	          0.267	          0.915
      1825.53156	     -37.527753	      83.352702	    1347357.158	    1347355.760	     0.112	     3.870	     0.093	    -0.089	    -0.084	    -0.101	    -2.321	    -0.027	     3.968	     3.328	         0	         0	     0.004	    -0.167	         -2.785	          4.183	          0.215	          0.855
      1825.53157	     -37.480927	      83.383394	    1347341.458	    1347340.180	     0.068	     3.870	     0.094	    -0.089	    -0.084	    -0.101	    -2.321	    -0.027	     3.820	     3.177	         0	         0	     0.004	    -0.168	         -2.786	          4.064	          0.244	          0.887
      1825.53158	     -37.434090	      83.414042	    1347325.761	    1347324.613	     0.088	     3.650	     0.094	    -0.090	    -0.084	    -0.103	    -2.321	    -0.041	     3.675	     3.019	         0	         0	     0.004	    -0.161	         -2.796	          3.944	          0.269	          0.925
      1825.53159	     -37.387243	      83.444647	    1347310.067	    1347309.075	     0.110	     3.480	     0.094	    -0.090	    -0.084	    -0.102	    -2.321	    -0.034	     3.520	     2.866	         0	         0	     0.004	    -0.156	         -2.783	          3.775	          0.255	          0.909
      1825.53160	     -37.340384	      83.475209	    1347294.375	    1347293.547	     0.048	     3.700	     0.095	    -0.090	    -0.084	    -0.103	    -2.321	    -0.033	     3.360	     2.711	         0	         0	     0.004	    -0.161	         -2.788	          3.616	          0.256	          0.905
      1825.53162	     -37.293516	      83.505727	    1347278.685	    1347278.028	     0.097	     3.370	     0.095	    -0.090	    -0.085	    -0.104	    -2.321	    -0.019	     3.201	     2.547	         0	         0	     0.004	    -0.152	         -2.767	          3.424	          0.223	          0.877
      1825.53163	     -37.246636	      83.536203	    1347262.998	    1347262.521	     0.100	     3.280	     0.096	    -0.090	    -0.085	    -0.101	    -2.321	    -0.046	     3.029	     2.371	         0	         0	     0.004	    -0.149	         -2.788	          3.265	          0.236	          0.894
      1825.53164	     -37.199746	      83.566636	    1347247.314	    1347247.031	     0.079	     3.380	     0.096	    -0.090	    -0.085	    -0.105	    -2.321	    -0.029	     2.834	     2.181	         0	         0	     0.004	    -0.153	         -2.779	          3.062	          0.228	          0.881
      1825.53165	     -37.152846	      83.597025	    1347231.633	    1347231.478	     0.089	     3.160	     0.097	    -0.090	    -0.085	    -0.102	    -2.321	    -0.043	     2.632	     1.980	         0	         0	     0.004	    -0.145	         -2.782	          2.937	          0.305	          0.957
      1825.53166	     -37.105935	      83.627372	    1347215.954	    1347216.063	     0.125	     3.380	     0.097	    -0.090	    -0.085	    -0.105	    -2.321	    -0.017	     2.439	     1.782	         0	         0	     0.004	    -0.150	         -2.764	          2.655	          0.216	          0.873
      1825.53167	     -37.059013	      83.657677	    1347200.278	    1347200.607	     0.083	     3.410	     0.097	    -0.090	    -0.085	    -0.103	    -2.321	    -0.041	     2.246	     1.590	         0	         0	     0.004	    -0.151	         -2.787	          2.458	          0.212	          0.868
      1825.53169	     -37.012081	      83.687939	    1347184.605	    1347185.084	     0.046	     3.270	     0.098	    -0.090	    -0.086	    -0.104	    -2.321	    -0.034	     2.062	     1.405	         0	         0	     0.004	    -0.150	         -2.781	          2.302	          0.240	          0.897
      1825.53170	     -36.965139	      83.718159	    1347168.935	    1347169.589	     0.085	     3.040	     0.098	    -0.090	    -0.086	    -0.107	    -2.322	    -0.033	     1.891	     1.243	         0	         0	     0.004	    -0.142	         -2.776	          2.122	          0.231	          0.879
      1825.53171	     -36.918186	      83.748337	    1347153.268	    1347154.125	     0.113	     3.190	     0.098	    -0.090	    -0.086	    -0.104	    -2.322	    -0.027	     1.749	     1.106	         0	         0	     0.004	    -0.144	         -2.769	          1.912	          0.163	          0.806
      1825.53172	     -36.871223	      83.778472	    1347137.605	    1347138.574	     0.085	     2.930	     0.099	    -0.091	    -0.086	    -0.107	    -2.322	    -0.034	     1.617	     0.964	         0	         0	     0.004	    -0.134	         -2.770	          1.801	          0.184	          0.837
      1825.53173	     -36.824250	      83.808566	    1347121.944	    1347123.054	     0.094	     2.850	     0.099	    -0.091	    -0.087	    -0.104	    -2.322	    -0.041	     1.462	     0.807	         0	         0	     0.004	    -0.134	         -2.775	          1.665	          0.203	          0.858
      1825.53175	     -36.777266	      83.838617	    1347106.286	    1347107.579	     0.055	     3.010	     0.100	    -0.091	    -0.087	    -0.106	    -2.322	    -0.015	     1.301	     0.650	         0	         0	     0.004	    -0.140	         -2.757	          1.464	          0.163	          0.814
      1825.53176	     -36.730272	      83.868627	    1347090.632	    1347092.108	     0.054	     2.950	     0.100	    -0.091	    -0.087	    -0.102	    -2.322	    -0.036	     1.151	     0.501	         0	         0	     0.004	    -0.138	         -2.772	          1.296	          0.145	          0.795
      1825.53177	     -36.683267	      83.898595	    1347074.981	    1347076.586	     0.077	     2.730	     0.101	    -0.091	    -0.087	    -0.104	    -2.322	    -0.041	     1.011	     0.355	         0	         0	     0.004	    -0.125	         -2.766	          1.161	          0.150	          0.806
      1825.53178	     -36.636252	      83.928522	    1347059.333	    1347061.106	     0.083	     3.080	     0.101	    -0.091	    -0.087	    -0.103	    -2.322	    -0.038	     0.868	     0.210	         0	         0	     0.004	    -0.141	         -2.778	          1.005	          0.137	          0.795
      1825.53179	     -36.589228	      83.958407	    1347043.689	    1347045.587	     0.091	     3.020	     0.102	    -0.091	    -0.088	    -0.103	    -2.322	    -0.022	     0.718	     0.064	         0	         0	     0.004	    -0.140	         -2.762	          0.864	          0.146	          0.800
      1825.53180	     -36.542193	      83.988252	    1347028.048	    1347030.053	     0.083	     2.560	     0.102	    -0.091	    -0.088	    -0.103	    -2.322	    -0.026	     0.573	    -0.088	         0	         0	     0.004	    -0.123	         -2.749	          0.744	          0.171	          0.832
      1825.53182	     -36.495147	      84.018054	    1347012.410	    1347014.611	     0.060	     2.690	     0.103	    -0.091	    -0.088	    -0.103	    -2.322	    -0.044	     0.423	    -0.241	         0	         0	     0.004	    -0.122	         -2.766	          0.565	          0.142	          0.806
      1825.53183	     -36.448092	      84.047816	    1346996.777	    1346999.059	     0.072	     2.360	     0.103	    -0.091	    -0.088	    -0.102	    -2.322	    -0.046	     0.267	    -0.392	         0	         0	     0.004	    -0.115	         -2.760	          0.478	          0.211	          0.870
      1825.53184	     -36.401027	      84.077537	    1346981.146	    1346983.591	     0.097	     2.500	     0.103	    -0.091	    -0.088	    -0.102	    -2.322	    -0.026	     0.114	    -0.542	         0	         0	     0.004	    -0.121	         -2.746	          0.301	          0.187	          0.843
      1825.53185	     -36.353951	      84.107217	    1346965.520	    1346968.166	     0.149	     2.440	     0.103	    -0.091	    -0.089	    -0.103	    -2.322	    -0.014	    -0.028	    -0.685	         0	         0	     0.004	    -0.119	         -2.734	          0.088	          0.116	          0.773
      1825.53186	     -36.306866	      84.136856	    1346949.897	    1346952.610	     0.082	     2.410	     0.104	    -0.092	    -0.089	    -0.101	    -2.322	    -0.029	    -0.157	    -0.818	         0	         0	     0.004	    -0.116	         -2.745	          0.032	          0.189	          0.850
      1825.53188	     -36.259770	      84.166455	    1346934.278	    1346937.091	     0.062	     2.280	     0.104	    -0.092	    -0.089	    -0.102	    -2.322	    -0.036	    -0.286	    -0.950	         0	         0	     0.004	    -0.112	         -2.749	         -0.064	          0.222	          0.886
      1825.53189	     -36.212665	      84.196013	    1346918.662	    1346921.676	     0.102	     2.460	     0.104	    -0.092	    -0.089	    -0.101	    -2.322	    -0.014	    -0.424	    -1.093	         0	         0	     0.004	    -0.119	         -2.733	         -0.281	          0.143	          0.812
      1825.53190	     -36.165549	      84.225530	    1346903.051	    1346906.247	     0.119	     2.580	     0.104	    -0.092	    -0.089	    -0.101	    -2.322	    -0.018	    -0.574	    -1.242	         0	         0	     0.004	    -0.124	         -2.742	         -0.454	          0.120	          0.788
      1825.53191	     -36.118424	      84.255007	    1346887.443	    1346890.697	     0.056	     2.380	     0.105	    -0.092	    -0.089	    -0.102	    -2.322	    -0.026	    -0.729	    -1.392	         0	         0	     0.004	    -0.115	         -2.742	         -0.512	          0.217	          0.880
      1825.53192	     -36.071289	      84.284445	    1346871.840	    1346875.242	     0.067	     2.360	     0.105	    -0.092	    -0.089	    -0.102	    -2.322	    -0.036	    -0.887	    -1.544	         0	         0	     0.004	    -0.114	         -2.751	         -0.651	          0.236	          0.893
      1825.53193	     -36.024144	      84.313842	    1346856.240	    1346859.799	     0.089	     2.440	     0.105	    -0.092	    -0.089	    -0.102	    -2.323	    -0.036	    -1.035	    -1.696	         0	         0	     0.004	    -0.119	         -2.757	         -0.802	          0.233	          0.894
      1825.53195	     -35.976989	      84.343199	    1346840.645	    1346844.371	     0.057	     2.420	     0.105	    -0.092	    -0.089	    -0.102	    -2.323	    -0.032	    -1.180	    -1.845	         0	         0	     0.004	    -0.116	         -2.750	         -0.976	          0.204	          0.869
      1825.53196	     -35.929824	      84.372516	    1346825.054	    1346828.907	     0.085	     2.400	     0.105	    -0.092	    -0.089	    -0.101	    -2.322	    -0.025	    -1.331	    -1.995	         0	         0	     0.004	    -0.116	         -2.741	         -1.112	          0.219	          0.883
      1825.53197	     -35.882649	      84.401793	    1346809.467	    1346813.483	     0.090	     2.410	     0.105	    -0.092	    -0.089	    -0.101	    -2.322	    -0.015	    -1.488	    -2.147	         0	         0	     0.004	    -0.115	         -2.730	         -1.286	          0.202	          0.861
      1825.53198	     -35.835465	      84.431031	    1346793.884	    1346798.038	     0.115	     2.370	     0.106	    -0.092	    -0.088	    -0.100	    -2.322	    -0.035	    -1.639	    -2.297	         0	         0	     0.004	    -0.114	         -2.747	         -1.407	          0.232	          0.890
      1825.53199	     -35.788271	      84.460229	    1346778.305	    1346782.565	     0.050	     2.110	     0.106	    -0.092	    -0.088	    -0.098	    -2.322	    -0.050	    -1.782	    -2.438	         0	         0	     0.004	    -0.106	         -2.752	         -1.508	          0.274	          0.930
      1825.53201	     -35.741067	      84.489388	    1346762.731	    1346767.133	     0.058	     2.360	     0.106	    -0.093	    -0.088	    -0.097	    -2.322	    -0.043	    -1.926	    -2.580	         0	         0	     0.004	    -0.115	         -2.754	         -1.648	          0.278	          0.932
      1825.53202	     -35.693854	      84.518508	    1346747.161	    1346751.729	     0.075	     2.320	     0.106	    -0.093	    -0.088	    -0.096	    -2.322	    -0.032	    -2.090	    -2.737	         0	         0	     0.004	    -0.111	         -2.738	         -1.830	          0.260	          0.907
      1825.53203	     -35.646631	      84.547588	    1346731.596	    1346736.316	     0.066	     2.220	     0.106	    -0.093	    -0.088	    -0.095	    -2.322	    -0.039	    -2.262	    -2.909	         0	         0	     0.004	    -0.110	         -2.743	         -1.977	          0.285	          0.932
      1825.53204	     -35.599398	      84.576629	    1346716.035	    1346720.930	     0.041	     2.410	     0.106	    -0.093	    -0.088	    -0.094	    -2.322	    -0.034	    -2.434	    -3.085	         0	         0	     0.004	    -0.115	         -2.742	         -2.153	          0.281	          0.932
      1825.53205	     -35.552156	      84.605631	    1346700.478	    1346705.552	     0.079	     2.320	     0.106	    -0.093	    -0.088	    -0.094	    -2.322	    -0.014	    -2.606	    -3.260	         0	         0	     0.004	    -0.114	         -2.721	         -2.353	          0.253	          0.907
      1825.53206	     -35.504904	      84.634594	    1346684.927	    1346690.157	     0.085	     2.320	     0.107	    -0.093	    -0.087	    -0.093	    -2.322	    -0.030	    -2.777	    -3.429	         0	         0	     0.004	    -0.111	         -2.732	         -2.498	          0.279	          0.931
      1825.53208	     -35.457642	      84.663519	    1346669.380	    1346674.786	     0.079	     2.170	     0.107	    -0.093	    -0.087	    -0.093	    -2.322	    -0.053	    -2.945	    -3.590	         0	         0	     0.004	    -0.102	         -2.746	         -2.660	          0.285	          0.930
      1825.53209	     -35.410371	      84.692404	    1346653.838	    1346659.405	     0.059	     2.290	     0.107	    -0.093	    -0.087	    -0.093	    -2.322	    -0.035	    -3.112	    -3.751	         0	         0	     0.004	    -0.111	         -2.737	         -2.830	          0.282	          0.921
      1825.53210	     -35.363091	      84.721251	    1346638.300	    1346644.013	     0.028	     2.230	     0.107	    -0.093	    -0.087	    -0.091	    -2.322	    -0.035	    -3.276	    -3.915	         0	         0	     0.004	    -0.107	         -2.731	         -2.982	          0.294	          0.933
      1825.53211	     -35.315801	      84.750060	    1346622.767	    1346628.575	     0.065	     2.230	     0.107	    -0.093	    -0.087	    -0.090	    -2.322	    -0.052	    -3.431	    -4.079	         0	         0	     0.004	    -0.108	         -2.748	         -3.060	          0.371	          1.019
      1825.53212	     -35.268502	      84.778830	    1346607.240	    1346613.244	     0.083	     2.200	     0.107	    -0.093	    -0.087	    -0.089	    -2.322	    -0.029	    -3.588	    -4.238	         0	         0	     0.004	    -0.108	         -2.724	         -3.280	          0.308	          0.958
      1825.53213	     -35.221193	      84.807562	    1346591.717	    1346597.910	     0.107	     2.290	     0.107	    -0.093	    -0.086	    -0.088	    -2.322	    -0.032	    -3.745	    -4.393	         0	         0	     0.004	    -0.110	         -2.727	         -3.466	          0.279	          0.927
      1825.53215	     -35.173875	      84.836256	    1346576.199	    1346582.506	     0.075	     2.170	     0.107	    -0.094	    -0.086	    -0.088	    -2.322	    -0.018	    -3.899	    -4.546	         0	         0	     0.004	    -0.106	         -2.710	         -3.597	          0.302	          0.949
